t,PR1,T1,R1,PR3,T3,R3,PR2,T2,R2,PR4,T4,R4,P,E2,E1,E3,E4
1432339200,2575.74,18.116,13.15,2396.81,18.582,11.847,2466.16,21.881,8.263,2620.66,19.291,49.618,11.561,7797.22,8150.96,7897.19,7971.88
1432296000,2576.64,18.068,13.236,2397.89,18.526,11.944,2458.49,22.118,7.536,2615.45,19.553,48.864,11.279,7799.22,8151.84,7898.39,7974
1432252800,2576.99,17.993,13.268,2398.48,18.46,11.997,2466.32,21.84,8.279,2629.31,18.943,50.871,11.422,7799.55,8152.5,7898.78,7973.86
1432209600,2579.14,17.92,13.475,2400.67,18.383,12.195,2457.25,22.139,7.418,2620.22,19.258,49.553,11.335,7801.58,8152.91,7899.36,7974.62
1432166400,2580.91,17.833,13.644,2402.32,18.297,12.344,2456.58,22.15,7.355,2616.28,19.394,48.982,11.406,7803.54,8153.38,7899.52,7974.85
1432123200,2582.19,17.746,13.766,2403.61,18.213,12.46,2448.07,22.378,6.548,2612.68,19.578,48.462,11.456,7806.74,8154.25,7900.27,7976
1432080000,2582.62,17.675,13.806,2404.07,18.127,12.5,2459.31,21.963,7.615,2617.05,19.359,49.093,11.755,7808.58,8154.74,7899.83,7975.51
1432036800,2583.71,17.587,13.91,2405.14,18.044,12.596,2453.66,22.1,7.079,2609.99,19.716,48.072,11.741,7813.75,8157.08,7901.08,7978.24
1431993600,2583.63,17.497,13.9,2405.04,17.961,12.586,2464.83,21.667,8.141,2623.57,19.177,50.04,11.879,7817.01,8158.87,7901.8,7979.18
1431950400,2584.44,17.396,13.976,2405.84,17.883,12.658,2457.62,21.851,7.457,2618.71,19.403,49.336,11.733,7821.39,8160.22,7902.86,7981.13
1431907200,2584.3,17.313,13.961,2405.6,17.807,12.635,2472.35,21.306,8.857,2623.36,19.198,50.009,11.743,7824.28,8161.5,7903.18,7981.84
1431864000,2585.04,17.234,14.03,2406.17,17.737,12.686,2468.12,21.391,8.455,2615.75,19.613,48.909,11.335,7828.79,8163.03,7904.8,7984.35
1431820800,2584.33,16.775,13.949,2405.43,17.674,12.619,2476.65,21.043,9.266,2644.87,18.699,53.13,11.381,7830.46,8164.02,7905.18,7983.89
1431777600,2584.4,16.698,13.955,2405.43,17.621,12.618,2473.12,21.094,8.932,2639.5,18.999,52.355,11.129,7833.35,8164.5,7906.05,7985.17
1431734400,2583.48,17.054,13.874,2404.47,17.574,12.53,2489.31,20.499,10.469,2655.62,18.336,54.689,11.392,7833.58,8164.56,7905.49,7983.64
1431691200,2583.67,17.012,13.892,2404.66,17.536,12.547,2484.5,20.603,10.014,2648.3,18.691,53.63,11.42,7836.03,8165.12,7905.84,7984.8
1431648000,2583.02,16.973,13.828,2404,17.5,12.487,2501.71,19.989,11.648,2658.08,18.253,55.045,11.662,7837.24,8166.34,7906,7985.03
1431604800,2583.9,16.932,13.912,2404.76,17.464,12.554,2492.29,20.295,10.754,2653.66,18.44,54.406,11.718,7839.27,8167.15,7906.52,7986.15
1431561600,2583.83,16.898,13.904,2404.53,17.438,12.533,2501.39,19.966,11.618,2656.88,18.255,54.871,11.871,7840.92,8168.66,7906.77,7986.84
1431518400,2584.22,16.881,13.942,2404.73,17.424,12.552,2494.43,20.182,10.957,2640.73,19.067,52.535,11.426,7843.8,8170.65,7908.81,7990.22
1431475200,2581.87,16.876,13.713,2402.64,17.418,12.362,2510.7,19.59,12.503,2681.33,17.633,58.417,11.63,7841.85,8171.53,7909.11,7989.02
1431432000,2582.61,16.879,13.786,2403.29,17.418,12.42,2502,19.894,11.677,2661.07,18.567,55.485,11.093,7842.23,8172.22,7910.53,7991.38
1431388800,2580.04,16.908,13.537,2401.3,17.417,12.24,2514.82,19.442,12.894,2713.91,16.616,63.141,11.497,7838.33,8172.77,7910.4,7989.1
1431345600,2581.23,16.899,13.653,2402.64,17.413,12.362,2500.08,19.991,11.495,2694.77,17.354,60.369,11.181,7838.76,8172.69,7911.63,7990.7
1431302400,2580.41,16.903,13.572,2402.44,17.396,12.343,2508.09,19.727,12.255,2712.52,16.58,62.937,11.509,7836.74,8172.64,7911.48,7989.35
1431259200,2582.66,16.882,13.79,2404.96,17.358,12.571,2496.93,20.162,11.194,2697.92,16.972,60.82,11.541,7836.96,8172.79,7911.74,7989.89
1431216000,2584.64,16.838,13.982,2407.17,17.303,12.772,2491.15,20.391,10.645,2693.32,17.03,60.151,11.644,7837.64,8173.29,7912.37,7990.44
1431172800,2587.46,16.795,14.254,2409.88,17.24,13.017,2479.1,20.824,9.501,2676.86,17.599,57.766,11.64,7838.48,8174.14,7912.8,7991.22
1431129600,2588.73,16.745,14.376,2411.05,17.169,13.123,2482.09,20.715,9.784,2672.19,17.759,57.089,11.652,7840.19,8175.27,7913.48,7992.22
1431086400,2590.1,16.668,14.507,2412.51,17.088,13.254,2474.91,20.941,9.103,2667.81,17.973,56.455,11.447,7843.34,8177.08,7915.16,7994.94
1431043200,2591.06,16.578,14.598,2413.56,16.999,13.348,2480.5,20.742,9.634,2683.42,17.268,58.714,11.714,7843.08,8177.39,7915.77,7994.59
1431000000,2593.45,16.475,14.828,2415.72,16.902,13.543,2468.76,21.139,8.518,2665.63,17.983,56.139,11.58,7845.47,8177.68,7915.7,7995.28
1430956800,2593.81,16.371,14.859,2416.02,16.81,13.569,2470.91,21.023,8.724,2666.39,17.932,56.248,11.711,7848.44,8178.38,7916.12,7995.76
1430913600,2594.3,16.286,14.905,2416.35,16.734,13.598,2466.04,21.143,8.262,2661.91,18.142,55.6,11.673,7853.16,8179.84,7917.14,7997.46
1430870400,2592.85,16.228,14.763,2415.15,16.675,13.488,2474.58,20.785,9.074,2669.85,17.841,56.751,11.668,7856.76,8181.96,7918.27,7998.86
1430827200,2592.82,16.187,14.759,2415.39,16.625,13.51,2470.3,20.863,8.668,2664.49,18.162,55.975,11.31,7863,8184.18,7920.3,8001.6
1430784000,2592.16,16.144,14.694,2415.05,16.57,13.478,2485.43,20.306,10.106,2687.76,17.264,59.347,11.433,7863.3,8184.78,7920.95,8001.09
1430740800,2593.86,16.091,14.857,2416.83,16.504,13.639,2476.1,20.594,9.22,2682.45,17.456,58.577,11.352,7864.86,8184.98,7921.58,8001.56
1430697600,2595.25,16.022,14.99,2418.28,16.426,13.77,2482.53,20.357,9.83,2683.33,17.376,58.703,11.54,7865.82,8185.12,7920.9,8000.77
1430654400,2596.89,15.947,15.148,2419.95,16.343,13.921,2475.8,20.544,9.192,2676.61,17.656,57.73,11.465,7869.78,8187.2,7922.54,8003.28
1430611200,2597.84,15.862,15.238,2421.09,16.251,14.022,2479.43,20.386,9.537,2685,17.29,58.946,11.56,7872.17,8188.54,7923.27,8004.13
1430568000,2599.15,15.774,15.363,2422.57,16.154,14.156,2471.81,20.593,8.814,2684.33,17.33,58.848,11.492,7875.82,8189.74,7924.21,8005.69
1430524800,2600.26,15.673,15.468,2423.92,16.047,14.277,2476.22,20.395,9.233,2689.73,17.06,59.629,11.64,7878.95,8190.52,7924.33,8006.1
1430481600,2602.46,15.564,15.679,2426.07,15.934,14.471,2474.04,20.415,9.027,2681.12,17.384,58.382,11.488,7884.3,8192.43,7925.75,8008.55
1430438400,2604.03,15.45,15.829,2427.5,15.817,14.6,2473.52,20.366,8.979,2679.26,17.465,58.113,11.369,7888.96,8193.45,7926.58,8009.82
1430395200,2605.28,15.332,15.947,2428.75,15.702,14.711,2472.56,20.304,8.889,2674.02,17.773,57.356,11.141,7893.9,8194.89,7927.6,8011.67
1430352000,2605.61,15.207,15.976,2429.25,15.585,14.755,2484.23,19.834,9.997,2692.33,17.107,60.009,11.242,7897.13,8196.31,7928.07,8011.67
1430308800,2606.89,15.088,16.096,2430.48,15.467,14.866,2480.12,19.864,9.608,2687.75,17.35,59.346,11.071,7901.83,8197.57,7929.16,8013.48
1430265600,2607.52,14.963,16.155,2431.12,15.348,14.922,2495.48,19.255,11.069,2699.04,16.878,60.981,11.287,7904.42,8198.36,7928.73,8012.68
1430222400,2609.03,14.847,16.299,2432.45,15.235,15.041,2490.99,19.325,10.643,2689.12,17.361,59.546,11.136,7909.69,8199.99,7929.29,8014.98
1430179200,2608.83,14.728,16.276,2432.24,15.123,15.021,2506.63,18.704,12.13,2709.16,16.654,62.449,11.099,7914.34,8202.78,7930.48,8016.7
1430136000,2610.1,14.615,16.397,2433.26,15.017,15.113,2501.14,18.797,11.61,2696.58,17.304,60.631,10.54,7919.85,8204.62,7932.31,8019.63
1430092800,2609.13,14.507,16.3,2432.51,14.917,15.044,2515.95,18.211,13.017,2732.52,16.163,65.841,10.637,7921.88,8205.93,7932.27,8018.74
1430049600,2609.93,14.405,16.375,2433.15,14.822,15.1,2510.97,18.289,12.545,2726.41,16.507,64.957,10.212,7926.69,8207.22,7933.38,8020.57
1430006400,2609.43,14.304,16.324,2432.74,14.729,15.061,2526.21,17.688,13.993,2746.5,15.792,67.869,10.205,7928.93,8208.25,7933.56,8019.94
1429963200,2610.38,14.211,16.414,2433.44,14.646,15.124,2521.4,17.777,13.538,2736.17,16.327,66.374,9.776,7933.4,8209.34,7934.61,8021.82
1429920000,2608.98,14.134,16.276,2432.4,14.565,15.028,2537.08,17.156,15.027,2772.65,15.182,71.663,9.896,7934.61,8210.35,7934.63,8020.64
1429876800,2610.05,14.052,16.378,2433.24,14.489,15.104,2529.01,17.344,14.262,2764.62,15.548,70.501,9.649,7938.4,8211.03,7935.17,8021.82
1429833600,2609.84,13.971,16.356,2432.98,14.417,15.08,2545.21,16.755,15.802,2775.07,15.097,72.014,9.697,7940.87,8212.05,7935.14,8021.6
1429790400,2610.73,13.902,16.44,2433.62,14.355,15.137,2537.41,16.96,15.061,2761.35,15.758,70.03,9.224,7945.18,8213.36,7936.55,8024.22
1429747200,2608.79,13.843,16.251,2432.07,14.3,14.995,2555.08,16.295,16.74,2799.61,14.433,75.573,9.437,7945.72,8214.35,7936.77,8023.02
1429704000,2609.71,13.789,16.338,2432.76,14.251,15.057,2547.72,16.5,16.042,2790.05,14.836,74.189,9.158,7948.11,8214.74,7937.45,8024.13
1429660800,2609.02,13.74,16.27,2432.13,14.208,15,2565.61,15.854,17.742,2800,14.401,75.63,9.333,7948.62,8215.17,7936.96,8023.16
1429617600,2609.67,13.707,16.332,2432.62,14.175,15.044,2557.99,16.089,17.018,2786.64,14.996,73.696,8.941,7952.28,8216.71,7938.84,8025.98
1429574400,2607.8,13.687,16.15,2431.32,14.149,14.925,2565.05,15.806,17.689,2822.39,13.753,78.876,9.157,7952.01,8217.24,7938.94,8024.76
1429531200,2608.43,13.672,16.211,2432.14,14.123,15,2555.46,16.105,16.778,2814.88,14.062,77.789,8.92,7954.41,8217.8,7939.73,8026.02
1429488000,2608,13.648,16.168,2432.12,14.085,14.997,2573.37,15.47,18.48,2826.12,13.552,79.416,9.15,7954.21,8218.46,7939.78,8025.2
1429444800,2610.18,13.606,16.379,2434.22,14.032,15.188,2563.89,15.811,17.579,2817.6,13.748,78.18,9.111,7955.22,8218.72,7939.81,8025.96
1429401600,2612.03,13.544,16.557,2436.08,13.964,15.355,2560.7,15.908,17.276,2811.75,13.872,77.329,9.09,7958.2,8219.61,7940.23,8027.22
1429358400,2614.36,13.462,16.781,2438.28,13.884,15.554,2552.82,16.175,16.529,2802.17,14.153,75.94,8.915,7960.89,8220.48,7940.97,8028.91
1429315200,2616.03,13.376,16.941,2439.78,13.799,15.689,2552.61,16.146,16.509,2799.4,14.226,75.539,8.816,7963.67,8221.31,7941.63,8030.06
1429272000,2617.24,13.289,17.057,2440.96,13.717,15.796,2544.15,16.374,15.706,2793.61,14.459,74.7,8.611,7967.25,8222.01,7942.35,8031.47
1429228800,2617.27,13.199,17.057,2441.04,13.635,15.802,2557.66,15.849,16.99,2802.66,14.05,76.01,8.665,7970.27,8222.77,7942.57,8031.35
1429185600,2618.83,13.109,17.206,2442.34,13.557,15.919,2548.52,16.088,16.123,2790.2,14.457,74.204,8.606,7973.71,8222.79,7942.47,8031.65
1429142400,2619.39,13.026,17.258,2442.46,13.491,15.929,2565.44,15.459,17.73,2782.15,14.703,73.037,8.668,7976.65,8223.48,7941.36,8031.57
1429099200,2619.96,12.974,17.313,2442.58,13.45,15.939,2565.72,15.374,17.758,2756.75,15.919,69.363,7.902,7983.54,8227.13,7944.61,8036.53
1429056000,2615.63,12.945,16.892,2438.87,13.42,15.602,2583.14,14.707,19.413,2856.18,13.159,83.784,8.08,7982.28,8229.33,7945.23,8035.37
1429012800,2616.14,12.921,16.941,2439.5,13.391,15.659,2576.01,14.915,18.736,2851.93,13.44,83.17,7.603,7984.07,8229.82,7946.31,8036.81
1428969600,2614.82,12.894,16.811,2438.63,13.358,15.58,2589.25,14.412,19.994,2888.29,12.096,88.437,7.853,7982.4,8229.85,7946.55,8035.17
1428926400,2616.56,12.858,16.98,2440.41,13.316,15.74,2582.25,14.653,19.33,2872.76,12.543,86.185,7.703,7982.49,8228.96,7946.53,8034.96
1428883200,2617.51,12.808,17.071,2441.42,13.266,15.832,2588.58,14.425,19.931,2866.59,12.723,85.29,7.824,7983.32,8228.5,7945.84,8034.32
1428840000,2619.72,12.749,17.284,2443.37,13.212,16.008,2575.29,14.873,18.668,2855.99,13.065,83.754,7.792,7985.99,8228.81,7946.03,8035.51
1428796800,2620.26,12.694,17.335,2443.76,13.165,16.043,2581.16,14.629,19.227,2852.66,13.167,83.272,7.827,7988.47,8229.78,7946.15,8036.27
1428753600,2620.54,12.651,17.361,2443.92,13.127,16.057,2578.95,14.645,19.017,2849.08,13.455,82.756,7.538,7991.32,8231.17,7947.66,8038.33
1428710400,2619.37,12.621,17.247,2442.85,13.096,15.96,2593.34,14.109,20.385,2880.51,12.44,87.311,7.786,7991.54,8232.05,7947.7,8037.19
1428667200,2619.48,12.596,17.256,2443.04,13.07,15.976,2588.23,14.245,19.9,2873.02,12.817,86.228,7.506,7993.66,8232.48,7948.55,8038.67
1428624000,2618.83,12.572,17.193,2442.62,13.043,15.938,2600.58,13.795,21.073,2899.42,11.909,90.054,7.724,7993.19,8233.22,7948.53,8037.42
1428580800,2619.17,12.551,17.226,2443.15,13.017,15.986,2593.21,14.016,20.374,2898.72,11.978,89.953,7.605,7994.7,8233.69,7949.17,8038.43
1428537600,2619.19,12.526,17.227,2443.2,12.99,15.99,2602.41,13.694,21.247,2906.18,11.698,91.034,7.626,7994.8,8234.33,7949.76,8038.5
1428494400,2619.85,12.506,17.29,2443.99,12.966,16.062,2593.7,13.972,20.421,2907.36,11.679,91.205,7.541,7995.09,8234.63,7950.79,8039.24
1428451200,2619.71,12.485,17.276,2443.99,12.939,16.061,2605.99,13.544,21.588,2909.44,11.579,91.506,7.633,7993.65,8234.22,7950.8,8038.39
1428408000,2620.94,12.462,17.395,2445.24,12.909,16.174,2596.38,13.869,20.676,2906.45,11.635,91.072,7.709,7993.52,8233.88,7951.05,8038.15
1428364800,2621.24,12.434,17.424,2445.71,12.875,16.216,2603.57,13.621,21.358,2905.92,11.619,90.994,7.934,7992.92,8233.38,7950.68,8037.35
1428321600,2622.5,12.396,17.544,2446.99,12.834,16.333,2597.08,13.845,20.742,2905.42,11.61,90.922,8.144,7994.08,8234.02,7950.97,8037.75
1428278400,2623.57,12.354,17.648,2447.98,12.791,16.422,2595.36,13.902,20.579,2901.43,11.723,90.343,8.325,7995.73,8234.48,7950.91,8038.12
1428235200,2624.2,12.319,17.708,2448.59,12.753,16.477,2592.17,13.979,20.276,2896.15,11.921,89.578,8.388,7998.11,8235.75,7952.17,8039.73
1428192000,2623.86,12.29,17.674,2448.54,12.718,16.471,2599.45,13.703,20.967,2901.47,11.737,90.349,8.565,7998.94,8236.65,7952.72,8040.05
1428148800,2624.25,12.26,17.712,2449.19,12.678,16.53,2600.78,13.649,21.094,2901.57,11.743,90.363,8.657,7999.71,8237.57,7953.39,8040.82
1428105600,2625.18,12.222,17.801,2450.26,12.63,16.627,2602.04,13.614,21.214,2902.85,11.685,90.549,8.753,8000.21,8238.39,7953.97,8041.32
1428062400,2626.68,12.174,17.945,2451.88,12.572,16.773,2595.3,13.838,20.573,2901.36,11.745,90.333,8.761,8001.31,8239.27,7954.58,8042.08
1428019200,2628.03,12.114,18.074,2453.48,12.5,16.917,2597.68,13.766,20.799,2906.05,11.559,91.012,8.859,8002.18,8240.03,7954.32,8042.2
1427976000,2630.19,12.038,18.282,2455.72,12.417,17.12,2586.02,14.149,19.692,2906.19,11.568,91.033,8.752,8005.52,8242.25,7956.41,8045.03
1427932800,2631.19,11.946,18.377,2457.02,12.322,17.236,2587.43,14.071,19.826,2907.72,11.412,91.253,8.788,8008.31,8243.19,7957.27,8045.28
1427889600,2634.05,11.836,18.651,2459.69,12.215,17.478,2579.74,14.328,19.097,2887.7,11.894,88.348,8.628,8011.14,8243,7957.51,8045.83
1427846400,2635.57,11.72,18.796,2461.11,12.106,17.606,2577.33,14.352,18.868,2876.2,12.243,86.68,8.62,8014.69,8243.22,7957.23,8045.86
1427803200,2636.83,11.608,18.916,2462.18,12.002,17.701,2573.86,14.396,18.539,2859.21,12.883,84.219,8.401,8019.4,8244.33,7957.56,8047.72
1427760000,2636.46,11.501,18.877,2461.89,11.903,17.674,2585.87,13.895,19.682,2878.41,12.413,87.005,8.321,8023.67,8246.58,7958.76,8049.13
1427716800,2637.17,11.401,18.943,2462.53,11.812,17.731,2584.17,13.871,19.52,2884.86,12.358,87.943,8.061,8027.14,8248.15,7959.89,8050.64
1427673600,2636.52,11.308,18.878,2462,11.726,17.681,2597.04,13.355,20.744,2905.04,11.736,90.869,8.041,8029.36,8249.23,7960.04,8050.2
1427630400,2636.93,11.224,18.915,2462.39,11.649,17.716,2593.95,13.382,20.451,2898.6,12.092,89.938,7.74,8032.48,8249.96,7960.85,8051.41
1427587200,2635.94,11.151,18.818,2461.45,11.581,17.63,2607.39,12.845,21.729,2917.55,11.46,92.684,7.757,8034.31,8251.04,7960.74,8050.73
1427544000,2636.61,11.085,18.882,2462.06,11.519,17.684,2607.68,12.781,21.757,2908.09,11.979,91.317,7.24,8036.77,8252.16,7961.74,8053.08
1427500800,2635.55,11.026,18.777,2461.15,11.461,17.601,2619.53,12.326,22.883,2948.45,10.787,97.169,7.288,8038.36,8253.74,7962.71,8052.77
1427457600,2636.02,10.973,18.821,2461.63,11.409,17.644,2615.01,12.436,22.454,2947.07,10.926,96.97,6.967,8039.99,8254.38,7963.85,8053.64
1427414400,2635.08,10.924,18.729,2461.03,11.358,17.589,2627.45,11.971,23.637,2968.11,10.116,100.019,7.158,8039.98,8254.71,7963.75,8051.92
1427371200,2635.9,10.876,18.807,2461.85,11.306,17.662,2622.38,12.121,23.155,2958.52,10.462,98.628,6.956,8041.69,8254.97,7964.35,8052.67
1427328000,2635.82,10.824,18.798,2461.98,11.25,17.674,2629.04,11.866,23.788,2963.05,10.24,99.285,7.052,8043.11,8255.43,7964.6,8052.42
1427284800,2636.7,10.764,18.882,2462.93,11.188,17.76,2624.18,12.013,23.327,2959.95,10.344,98.835,7.029,8046.15,8256.09,7964.97,8053.1
1427241600,2637.46,10.702,18.955,2463.73,11.123,17.831,2620.65,12.097,22.992,2959.29,10.348,98.739,7.045,8048.32,8256.72,7965.58,8053.8
1427198400,2637.9,10.639,18.995,2464.37,11.057,17.889,2619.45,12.091,22.878,2956.99,10.469,98.406,6.965,8050.51,8257.26,7966.28,8054.7
1427155200,2638.42,10.569,19.044,2465.06,10.983,17.95,2625.46,11.855,23.45,2962.98,10.198,99.273,7.116,8052.14,8257.62,7966.38,8054.24
1427112000,2639.84,10.488,19.179,2466.47,10.903,18.077,2622.9,11.901,23.207,2961.96,10.216,99.125,7.169,8054.23,8258.06,7966.69,8054.81
1427068800,2641.74,10.399,19.362,2468.14,10.817,18.228,2624.11,11.835,23.322,2959.18,10.279,98.722,7.263,8055.79,8258.46,7966.42,8055.01
1427025600,2643.48,10.31,19.528,2469.6,10.735,18.359,2620.12,11.914,22.944,2947.61,10.767,97.046,7.127,8059.2,8259.55,7967.42,8056.9
1426982400,2643.59,10.227,19.537,2469.68,10.658,18.366,2628.13,11.569,23.706,2964.07,10.235,99.433,7.233,8062.02,8260.96,7968.35,8057.47
1426939200,2644.16,10.151,19.59,2470.19,10.587,18.411,2629.7,11.442,23.856,2957.62,10.634,98.502,6.978,8065.09,8261.98,7969.18,8059.63
1426896000,2644.32,10.082,19.604,2470.35,10.518,18.424,2638.49,11.082,24.691,2991.19,9.614,103.368,7.261,8065.24,8262.9,7969.14,8059.07
1426852800,2644.95,10.014,19.664,2470.97,10.451,18.481,2637.42,11.063,24.59,2986.27,9.876,102.657,7.106,8067.99,8263.88,7970.08,8060.42
1426809600,2644.58,9.947,19.626,2470.76,10.385,18.46,2645.24,10.75,25.333,3004.46,9.247,105.292,7.387,8069.46,8264.8,7970.04,8059.66
1426766400,2645.42,9.876,19.706,2471.62,10.316,18.537,2644.08,10.748,25.224,3001.87,9.377,104.918,7.348,8071.88,8265.63,7970.44,8060.59
1426723200,2646.04,9.804,19.764,2472.26,10.247,18.595,2646.77,10.616,25.48,3008.54,9.149,105.885,7.439,8074.12,8266.83,7970.99,8061.38
1426680000,2646.77,9.73,19.833,2472.99,10.177,18.66,2647.09,10.559,25.511,3007.9,9.18,105.792,7.405,8076.56,8267.72,7971.49,8062.18
1426636800,2647.47,9.654,19.9,2473.65,10.106,18.72,2649.38,10.438,25.729,3007.23,9.206,105.695,7.414,8078.28,8268.26,7971.44,8062.41
1426593600,2648.03,9.58,19.952,2474.19,10.038,18.768,2650.85,10.335,25.869,3005.29,9.321,105.414,7.325,8080.83,8269.18,7971.74,8063.36
1426550400,2648.33,9.508,19.979,2474.44,9.973,18.789,2653.67,10.184,26.137,3013.17,9.106,106.558,7.285,8083.37,8270.26,7971.92,8063.97
1426507200,2648.3,9.443,19.975,2474.47,9.913,18.791,2655.81,10.039,26.342,3019.64,9.008,107.497,7.127,8086.25,8271.68,7973.1,8065.53
1426464000,2648.29,9.38,19.973,2474.4,9.856,18.785,2662.48,9.763,26.976,3033,8.591,109.434,7.196,8086.84,8272.05,7973.13,8064.92
1426420800,2648.55,9.32,19.995,2474.65,9.801,18.806,2663.47,9.674,27.07,3033.1,8.646,109.45,7.114,8088.62,8272.58,7973.32,8065.41
1426377600,2648.59,9.264,19.999,2474.66,9.75,18.806,2667.25,9.487,27.431,3038.49,8.459,110.231,7.129,8090.2,8273.14,7973.28,8065.43
1426334400,2648.71,9.211,20.009,2474.81,9.702,18.82,2669.63,9.355,27.657,3035.01,8.669,109.728,6.957,8092.64,8274.01,7974.33,8066.9
1426291200,2648.79,9.16,20.015,2474.83,9.656,18.821,2675.16,9.129,28.183,3045.11,8.271,111.192,7.177,8092.57,8273.82,7973.45,8065.41
1426248000,2649.11,9.11,20.045,2475.15,9.614,18.85,2674.35,9.111,28.106,3042.42,8.417,110.802,7.138,8094.6,8274.48,7973.26,8066.26
1426204800,2649.27,9.068,20.06,2475.16,9.576,18.85,2679.48,8.905,28.593,3045.96,8.274,111.316,7.151,8096.41,8275.45,7973.2,8066.94
1426161600,2649.28,9.032,20.06,2475.13,9.544,18.846,2679.83,8.832,28.628,3033.52,8.902,109.516,6.638,8099.61,8276.82,7974.94,8069.9
1426118400,2648.52,8.999,19.985,2474.39,9.515,18.779,2688.01,8.511,29.405,3076.5,7.538,115.746,6.892,8098.78,8277.19,7974.83,8068.18
1426075200,2648.54,8.971,19.986,2474.39,9.491,18.779,2684.79,8.577,29.1,3075.88,7.619,115.657,6.712,8099.77,8277.38,7975.14,8068.33
1426032000,2647.59,8.951,19.893,2473.48,9.472,18.696,2692.22,8.28,29.806,3090.88,7.046,117.831,6.892,8099.73,8277.5,7975.2,8067
1425988800,2647.28,8.938,19.863,2473.22,9.458,18.672,2694,8.183,29.976,3088.04,7.149,117.419,6.856,8100.41,8277.57,7975.77,8066.96
1425945600,2647.13,8.921,19.848,2473.16,9.44,18.667,2701.18,7.931,30.657,3087.17,7.168,117.293,7.023,8099.26,8276.62,7974.9,8065.27
1425902400,2647.77,8.902,19.91,2473.75,9.422,18.72,2696.36,8.087,30.2,3089.33,7.047,117.605,7.208,8099.42,8276.66,7974.26,8064.82
1425859200,2647.6,8.882,19.893,2473.61,9.403,18.707,2698.04,8.014,30.36,3080.53,7.351,116.33,7.303,8101.84,8277.46,7974.04,8065.44
1425816000,2647.92,8.862,19.923,2473.95,9.384,18.737,2696.73,8.035,30.235,3079.34,7.415,116.158,7.257,8103.6,8278.72,7974.8,8067.12
1425772800,2647.99,8.838,19.929,2473.98,9.364,18.74,2703.87,7.774,30.914,3084.37,7.249,116.887,7.285,8103.91,8279.43,7975.32,8067.4
1425729600,2647.66,8.816,19.897,2473.69,9.346,18.714,2703.99,7.761,30.925,3082.6,7.352,116.631,7.151,8105.49,8280.2,7975.67,8067.67
1425686400,2647.25,8.801,19.856,2473.27,9.332,18.675,2702.04,7.82,30.74,3092.18,7.07,118.02,7.189,8105.77,8280.43,7975.78,8067.19
1425643200,2646.95,8.791,19.827,2472.98,9.323,18.648,2701.83,7.798,30.72,3090.59,7.166,117.79,7.01,8107.09,8281.05,7976.5,8067.73
1425600000,2645.69,8.785,19.705,2471.96,9.316,18.556,2706.17,7.638,31.133,3103.53,6.701,119.666,7.173,8107.2,8280.94,7976.39,8066.23
1425556800,2645.83,8.78,19.718,2472.15,9.309,18.574,2704.47,7.69,30.972,3102.05,6.703,119.449,7.164,8107.95,8281.04,7976.71,8066.13
1425513600,2645.86,8.776,19.721,2472.34,9.301,18.591,2706.14,7.641,31.13,3095.35,6.935,118.479,7.163,8108.34,8280.88,7976.54,8065.85
1425470400,2645.99,8.767,19.733,2472.68,9.286,18.621,2705.7,7.645,31.088,3099.11,6.761,119.022,7.298,8108.85,8281.07,7976.63,8065.58
1425427200,2647.25,8.744,19.855,2473.82,9.265,18.724,2704.45,7.705,30.969,3090.69,7.012,117.802,7.399,8108.31,8280.58,7975.83,8065.18
1425384000,2648.67,8.72,19.992,2474.92,9.245,18.824,2703.8,7.713,30.908,3077.41,7.441,115.877,7.33,8110.44,8281.53,7976.16,8066.63
1425340800,2648.6,8.699,19.986,2474.75,9.229,18.808,2706.33,7.619,31.148,3079.76,7.402,116.218,7.345,8110.83,8282.23,7975.71,8066.63
1425297600,2648.46,8.683,19.972,2474.54,9.217,18.789,2709.89,7.48,31.487,3082.03,7.401,116.548,7.159,8113.2,8284.1,7977.32,8068.75
1425254400,2647.9,8.675,19.916,2474.07,9.213,18.746,2707.17,7.569,31.228,3096,6.928,118.574,7.218,8111.95,8284.16,7977.81,8067.89
1425211200,2648.02,8.677,19.929,2474.09,9.214,18.748,2707.68,7.541,31.277,3086,7.356,117.125,6.956,8111.93,8284.11,7978.32,8067.72
1425168000,2646.65,8.684,19.796,2473.02,9.217,18.651,2712.47,7.359,31.732,3112.94,6.475,121.031,7.249,8109.63,8283.66,7977.61,8065.11
1425124800,2646.59,8.69,19.79,2473.13,9.215,18.661,2711.49,7.397,31.639,3115.87,6.351,121.455,7.258,8109.76,8284.02,7978.02,8065.2
1425081600,2646.86,8.688,19.816,2473.63,9.207,18.706,2712.59,7.374,31.743,3110.19,6.485,120.63,7.396,8108.93,8283.47,7977.73,8064.37
1425038400,2647.78,8.672,19.905,2474.6,9.19,18.794,2707.25,7.577,31.236,3110.27,6.378,120.64,7.519,8109.28,8283.28,7977.42,8063.98
1424995200,2649.22,8.653,20.045,2475.86,9.171,18.908,2703.13,7.725,30.844,3098.22,6.74,118.893,7.567,8109.99,8283.37,7977.15,8064.52
1424952000,2649.73,8.633,20.093,2476.23,9.152,18.942,2705.41,7.626,31.061,3085.78,7.221,117.091,7.503,8111.75,8284.07,7977.73,8065.71
