t,PR1,T1,R1,PR3,T3,R3,PR2,T2,R2,PR4,T4,R4,P,E2,E1,E3,E4
1457870400,2641.58,9.7,15.538,2462.84,10.772,14.265,2653.24,8.911,20.99,3052.02,8.209,90.188,-3.883,8041.81,8236.82,7948.63,8052.88
1457827200,2641.18,9.651,15.506,2462.56,10.753,14.244,2662.26,8.577,21.679,3056.49,8.061,90.709,-3.779,8042.24,8237.6,7948.56,8053.08
1457784000,2641.68,9.634,15.544,2463.12,10.733,14.285,2656.44,8.773,21.235,3057.51,8.042,90.828,-3.836,8043.69,8239.08,7949.82,8054.88
1457740800,2641.51,9.606,15.53,2463.13,10.711,14.286,2662.73,8.547,21.716,3061.61,7.909,91.305,-3.792,8044.31,8239.81,7951.05,8055.57
1457697600,2642.07,9.583,15.573,2463.83,10.688,14.336,2655.09,8.808,21.132,3059.4,8.045,91.049,-3.845,8044.59,8240.06,7951.94,8055.98
1457654400,2641.77,9.578,15.55,2463.84,10.661,14.337,2663.94,8.499,21.808,3067.19,7.785,91.956,-3.635,8043.56,8239.85,7951.69,8054.52
1457611200,2642.92,9.562,15.639,2465.1,10.628,14.428,2653.03,8.884,20.975,3067.06,7.769,91.941,-3.614,8043.83,8240.05,7952.6,8054.83
1457568000,2642.84,9.533,15.632,2465.37,10.589,14.448,2659.34,8.66,21.456,3071.67,7.565,92.477,-3.309,8042.99,8239.84,7952.19,8053.25
1457524800,2644.75,9.493,15.78,2467.12,10.542,14.575,2652.7,8.901,20.949,3053.79,7.972,90.391,-3.358,8043.93,8239.74,7952.47,8053.79
1457481600,2645.97,9.434,15.875,2468.43,10.483,14.67,2653.58,8.871,21.017,3049.82,8.029,89.927,-3.246,8044.85,8240.19,7952.64,8054
1457438400,2647.74,9.37,16.011,2470.22,10.416,14.8,2645.94,9.135,20.434,3048.5,7.998,89.772,-3.175,8046.57,8241.23,7953.21,8054.87
1457395200,2649.17,9.275,16.121,2471.59,10.344,14.9,2645.28,9.137,20.383,3037.93,8.351,88.541,-3.173,8048.57,8241.98,7953.45,8055.73
1457352000,2650.34,9.196,16.21,2472.78,10.27,14.985,2640.83,9.245,20.044,3031.39,8.603,87.78,-3.226,8051.17,8243.23,7954.43,8057.23
1457308800,2650.76,9.156,16.243,2473.34,10.195,15.026,2647.17,8.975,20.528,3036.93,8.363,88.424,-3.163,8053.15,8244.6,7955.01,8057.92
1457265600,2651.84,9.068,16.325,2474.51,10.115,15.11,2644.72,9.012,20.342,3035.22,8.425,88.226,-3.235,8055.83,8246.12,7956.63,8059.71
1457222400,2652.65,8.998,16.387,2475.44,10.03,15.178,2650.96,8.75,20.819,3036.44,8.354,88.367,-3.151,8057.3,8246.56,7956.77,8059.48
1457179200,2654.1,8.894,16.498,2476.89,9.943,15.283,2645.08,8.905,20.37,3031.8,8.532,87.827,-3.177,8059.13,8247.04,7956.87,8059.77
1457136000,2654.9,8.8,16.559,2477.67,9.854,15.339,2653.02,8.572,20.977,3030.91,8.543,87.723,-3.131,8061.06,8247.69,7956.38,8059.92
1457092800,2656.33,8.705,16.668,2478.92,9.768,15.429,2647.19,8.71,20.533,3028.12,8.678,87.399,-3.236,8064.27,8249.23,7957.2,8063.56
1457049600,2656.58,8.61,16.686,2479.12,9.686,15.442,2656.64,8.304,21.255,3036.37,8.381,88.359,-3.175,8066.9,8250.8,7957.89,8064.52
1457006400,2657.54,8.519,16.758,2479.86,9.611,15.496,2652,8.385,20.901,3021.35,9.089,86.613,-3.607,8070.2,8251.95,7958.94,8066.83
1456963200,2656.41,8.41,16.668,2478.95,9.542,15.428,2668.57,7.711,22.168,3064.22,7.814,91.609,-3.332,8071.32,8253.41,7959.09,8065.97
1456920000,2657.35,8.379,16.741,2479.69,9.478,15.482,2662.84,7.842,21.731,3047.86,8.598,89.707,-3.806,8074.03,8254.22,7960.08,8067.87
1456876800,2655.91,8.29,16.627,2478.65,9.416,15.405,2676.75,7.27,22.793,3112.68,6.749,97.263,-3.393,8074.23,8255.46,7959.96,8066.38
1456833600,2656.57,8.221,16.677,2479.27,9.358,15.45,2671.15,7.402,22.367,3111.35,6.855,97.109,-3.521,8076.02,8256.06,7960.58,8067.02
1456790400,2656.21,8.157,16.648,2478.99,9.299,15.429,2684.52,6.881,23.388,3121.4,6.53,98.28,-3.421,8076.96,8256.64,7960.91,8066.48
1456747200,2657.08,8.11,16.714,2479.8,9.242,15.488,2678.03,7.059,22.893,3122.01,6.513,98.351,-3.413,8078.09,8256.85,7961.37,8066.35
1456704000,2657.07,8.056,16.713,2479.74,9.186,15.483,2688.73,6.636,23.71,3122.31,6.493,98.386,-3.33,8078.36,8256.5,7960.2,8064.9
1456660800,2657.8,8.002,16.768,2480.38,9.133,15.529,2683.3,6.769,23.297,3121.11,6.555,98.246,-3.383,8080.22,8257.53,7960.62,8065.96
1456617600,2657.66,7.924,16.756,2480.2,9.084,15.516,2694.67,6.325,24.165,3123.43,6.477,98.517,-3.372,8081.76,8258.52,7960.41,8066.51
1456574400,2658.32,7.903,16.807,2480.74,9.038,15.554,2689.21,6.464,23.748,3120.25,6.633,98.147,-3.539,8084.05,8259.78,7961.67,8068.46
1456531200,2657.93,7.833,16.775,2480.33,8.999,15.524,2701.22,5.994,24.666,3125.33,6.46,98.739,-3.533,8085.11,8260.43,7961.68,8068.48
1456488000,2658.53,7.791,16.821,2480.8,8.963,15.558,2695.98,6.13,24.267,3116.78,6.865,97.744,-3.852,8086.93,8261.1,7963.06,8070.17
1456444800,2657.81,7.784,16.765,2480.16,8.93,15.511,2707.6,5.673,25.155,3139.45,6.137,100.385,-3.625,8086.33,8260.83,7961.92,8068.03
1456401600,2658.4,7.752,16.811,2480.6,8.898,15.543,2702.74,5.806,24.783,3130.18,6.566,99.308,-3.953,8088.01,8261.58,7963.09,8069.67
1456358400,2657.65,7.755,16.752,2479.99,8.87,15.498,2711.96,5.444,25.488,3155.97,5.74,102.313,-3.693,8087.54,8261.58,7962.54,8067.83
1456315200,2658.04,7.726,16.782,2480.32,8.847,15.521,2707.18,5.572,25.123,3155.33,5.771,102.238,-3.798,8088.54,8262,7963.37,8068.29
1456272000,2657.65,7.698,16.751,2479.97,8.823,15.496,2716.74,5.215,25.853,3161.03,5.563,102.902,-3.673,8088.18,8261.6,7963.2,8066.61
1456228800,2658.1,7.672,16.785,2480.37,8.802,15.525,2711.49,5.368,25.453,3162.07,5.537,103.023,-3.681,8088.7,8261.87,7963.22,8066.34
1456185600,2657.78,7.65,16.76,2480.07,8.782,15.503,2718.86,5.088,26.015,3164.02,5.492,103.251,-3.665,8088.93,8262.06,7962.46,8065.69
1456142400,2657.94,7.636,16.772,2480.25,8.765,15.516,2715.72,5.17,25.776,3165.35,5.477,103.406,-3.803,8090.42,8263.48,7963.47,8067.27
1456099200,2657.47,7.625,16.735,2479.93,8.747,15.492,2723.9,4.871,26.401,3177.83,4.985,104.859,-3.634,8090.82,8264.35,7964.07,8067.1
1456056000,2658.21,7.601,16.793,2480.59,8.725,15.54,2721.52,4.947,26.219,3162.38,5.481,103.059,-3.812,8091.67,8264.19,7963.79,8067.53
1456012800,2658.71,7.574,16.831,2481.02,8.701,15.571,2723.13,4.891,26.343,3161.39,5.479,102.943,-3.845,8092.36,8264.48,7963.95,8067.67
1455969600,2659.4,7.547,16.884,2481.54,8.678,15.609,2717.94,5.047,25.946,3154.17,5.73,102.102,-3.97,8093.27,8264.52,7964.27,8068.05
1455926400,2659.38,7.526,16.882,2481.39,8.658,15.598,2724.51,4.806,26.448,3152.57,5.786,101.916,-3.949,8093.05,8263.82,7962.93,8066.37
1455883200,2659.57,7.505,16.897,2481.42,8.646,15.6,2720.34,4.913,26.13,3144.8,6.117,101.012,-4.216,8094.3,8264.27,7962.93,8067.27
1455840000,2658.84,7.492,16.84,2480.68,8.64,15.546,2730.29,4.54,26.89,3156.3,5.789,102.352,-4.26,8094.83,8265.24,7963.09,8067.8
1455796800,2658.55,7.49,16.817,2480.37,8.642,15.523,2727.62,4.599,26.687,3157.85,5.795,102.533,-4.424,8095.52,8265.97,7963.39,8068.43
1455753600,2657.72,7.496,16.752,2479.56,8.647,15.464,2739.64,4.173,27.605,3165.08,5.585,103.376,-4.585,8095.67,8266.72,7964.07,8068.91
1455710400,2657.86,7.507,16.763,2479.68,8.656,15.473,2731.44,4.45,26.978,3163.4,5.739,103.182,-4.861,8095.84,8266.93,7964.64,8069.18
1455667200,2656.65,7.519,16.669,2478.71,8.664,15.402,2742.19,4.066,27.799,3185.74,4.981,105.785,-4.702,8094.79,8267.09,7963.89,8067.24
1455624000,2656.96,7.531,16.694,2479.06,8.673,15.428,2733.98,4.359,27.172,3180.86,5.248,105.217,-5.017,8094.98,8267.36,7964.66,8068.08
1455580800,2656.04,7.544,16.622,2478.5,8.677,15.387,2742.7,4.063,27.838,3205.45,4.348,108.081,-4.709,8093.58,8267.74,7964.73,8066.19
1455537600,2656.92,7.549,16.691,2479.47,8.673,15.458,2734.61,4.371,27.22,3193.84,4.762,106.729,-4.91,8093.36,8267.58,7965.35,8066.6
1455494400,2657.18,7.552,16.711,2479.94,8.661,15.492,2737.04,4.314,27.405,3194.49,4.673,106.803,-4.756,8092.13,8267.12,7964.76,8064.79
1455451200,2658.7,7.535,16.83,2481.31,8.639,15.592,2729.23,4.61,26.808,3179.69,5.089,105.078,-4.961,8092.05,8266.7,7964.46,8064.81
1455408000,2659.56,7.509,16.896,2482.15,8.611,15.653,2729.24,4.622,26.809,3174.58,5.218,104.483,-5.056,8091.96,8266.67,7963.48,8064.32
1455364800,2660.81,7.477,16.993,2483.27,8.576,15.734,2724.41,4.79,26.441,3168.63,5.366,103.788,-5.298,8092.85,8267.28,7963.31,8065.13
1455321600,2661.6,7.439,17.054,2484.02,8.535,15.788,2724.01,4.79,26.41,3169.88,5.3,103.933,-5.508,8094.42,8268.66,7963.99,8066.6
1455278400,2662.44,7.397,17.118,2484.76,8.492,15.842,2721.72,4.849,26.235,3166.42,5.443,103.531,-5.712,8096.21,8269.83,7964.77,8067.84
1455235200,2662.9,7.349,17.154,2485.2,8.447,15.874,2722.55,4.786,26.299,3165.94,5.477,103.475,-5.835,8097.38,8270.35,7964.79,8067.75
1455192000,2663.54,7.299,17.202,2485.76,8.398,15.914,2722.98,4.741,26.332,3166.34,5.47,103.522,-5.984,8098.64,8271.03,7964.75,8068.03
1455148800,2664.08,7.246,17.243,2486.24,8.35,15.949,2723.61,4.68,26.381,3168.87,5.405,103.817,-6.111,8099.87,8271.8,7964.75,8068.31
1455105600,2664.67,7.192,17.288,2486.67,8.303,15.98,2723.19,4.654,26.35,3169.43,5.403,103.882,-6.277,8101.34,8272.48,7965.08,8068.76
1455062400,2664.85,7.139,17.301,2486.66,8.262,15.979,2726.6,4.485,26.61,3170.7,5.38,104.031,-6.384,8102.53,8273,7964.9,8068.59
1455019200,2664.95,7.113,17.309,2486.6,8.227,15.974,2726.02,4.446,26.566,3168.04,5.531,103.721,-6.615,8103.88,8273.52,7964.79,8068.71
1454976000,2664.13,7.077,17.244,2485.65,8.196,15.904,2737.22,3.984,27.422,3173.56,5.361,104.365,-6.726,8105.01,8274.87,7964.17,8068.35
1454932800,2664.23,7.072,17.252,2485.56,8.177,15.897,2736.63,3.957,27.378,3160.52,6.01,102.849,-7.334,8107.11,8290.23,7965.11,8070.73
1454889600,2662.86,7.05,17.145,2484.41,8.165,15.814,2745.87,3.565,28.084,3209.72,4.519,108.583,-7.071,8107.21,8291.29,7965.17,8069.62
1454846400,2662.8,7.036,17.14,2484.14,8.156,15.794,2744.64,3.572,27.99,3202.02,4.935,107.689,-7.498,8108.07,8290.89,7965.08,8070.07
1454803200,2661.7,7.027,17.053,2483.14,8.154,15.721,2753.34,3.215,28.655,3224.75,4.226,110.337,-7.366,8108.13,8290.92,7964.69,8068.44
1454760000,2661.82,7.022,17.063,2483.06,8.154,15.715,2751.28,3.26,28.498,3216.46,4.536,109.372,-7.818,8109.35,8289.72,7964.5,8068.54
1454716800,2660.9,7.018,16.991,2482.19,8.158,15.651,2757.97,2.989,29.009,3231.44,4.041,111.117,-7.649,8109.78,8289.4,7963.51,8066.57
1454673600,2660.91,7.021,16.991,2481.99,8.166,15.637,2755.22,3.069,28.799,3224.67,4.275,110.328,-7.848,8110.81,8289.1,7963.02,8066.84
1454630400,2659.74,7.03,16.901,2480.85,8.181,15.554,2762.31,2.787,29.341,3229.85,4.14,110.932,-7.764,8111.34,8289.46,7963.42,8066.81
1454587200,2659.18,7.049,16.857,2480.15,8.2,15.503,2761.61,2.797,29.287,3229.3,4.178,110.868,-7.798,8111.9,8289.55,7963.25,8067.2
1454544000,2657.8,7.075,16.75,2479.04,8.223,15.422,2769.89,2.492,29.92,3233.74,4.078,111.387,-7.677,8111.87,8288.99,7962.86,8066.77
1454500800,2657.59,7.098,16.734,2478.77,8.244,15.403,2769.89,2.509,29.92,3233.74,4.093,111.387,-7.703,8112.21,8289.18,7962.69,8067.19
1454457600,2657.29,7.121,16.711,2478.45,8.267,15.379,2770.68,2.499,29.98,3236.17,4.063,111.671,-7.587,8112.17,8289.17,7962.16,8066.91
1454414400,2657.53,7.138,16.73,2478.53,8.29,15.385,2763.08,2.773,29.4,3236.41,4.086,111.7,-7.575,8112.37,8288.96,7962.31,8067.24
1454371200,2656.42,7.158,16.644,2477.46,8.313,15.308,2770.16,2.513,29.941,3241.27,3.974,112.266,-7.359,8111.79,8288.19,7961.57,8065.94
1454328000,2656.49,7.175,16.65,2477.42,8.336,15.305,2765.46,2.689,29.582,3243.83,3.878,112.564,-7.267,8111.37,8287.8,7960.98,8065.24
1454284800,2655.79,7.189,16.596,2476.67,8.359,15.25,2769.41,2.555,29.883,3245.07,3.918,112.71,-7.128,8110.9,8287.21,7960.3,8064.23
1454241600,2655.61,7.203,16.582,2476.38,8.383,15.229,2766.71,2.648,29.677,3248.17,3.834,113.072,-6.995,8110.5,8286.14,7959.45,8063.18
1454198400,2655.26,7.219,16.555,2475.72,8.408,15.182,2767.41,2.619,29.73,3244.24,3.935,112.613,-6.948,8110.51,8284.97,7958.77,8062.84
1454155200,2654.65,7.245,16.508,2474.64,8.445,15.103,2768.72,2.567,29.831,3243,3.948,112.469,-7.017,8110.82,8284.38,7958.19,8062.82
1454112000,2653.38,7.281,16.41,2473.08,8.492,14.989,2773.9,2.364,30.226,3245.13,3.913,112.717,-6.947,8111.25,8284.1,7957.97,8062.8
1454068800,2652.06,7.331,16.308,2471.56,8.548,14.879,2775.25,2.31,30.329,3246.95,3.904,112.929,-6.909,8111.03,8283.58,7957.33,8062.3
1454025600,2650.1,7.396,16.156,2469.42,8.571,14.724,2782.75,2.028,30.902,3250.48,3.871,113.342,-6.83,8110.71,8283.17,7956.49,8061.6
1453982400,2648.85,7.474,16.06,2467.86,8.606,14.61,2785.03,1.962,31.076,3250.61,3.857,113.357,-6.941,8110.89,8282.18,7956.11,8061.99
1453939200,2646.91,7.562,15.91,2465.9,8.693,14.468,2791.42,1.755,31.563,3257.14,3.741,114.12,-6.892,8110.36,8281.89,7955.8,8061.66
1453896000,2645.52,7.657,15.804,2464.48,8.777,14.365,2789.27,1.872,31.399,3264.36,3.595,114.962,-6.894,8109.87,8281.47,7955.63,8061.34
1453852800,2643.6,7.756,15.656,2462.63,8.859,14.23,2792.07,1.816,31.612,3271.63,3.466,115.81,-6.819,8108.74,8280.63,7955.01,8060.15
1453809600,2642.19,7.859,15.548,2461.47,8.927,14.146,2786.45,2.067,31.183,3279.38,3.299,116.716,-6.877,8107.59,8279.71,7954.53,8059.45
1453766400,2640.01,7.966,15.38,2459.59,8.997,14.01,2789.22,2.022,31.394,3300.42,2.654,119.167,-6.633,8105.75,8278.55,7953.96,8057.53
1453723200,2639.04,8.071,15.307,2458.72,9.004,13.946,2783.63,2.276,30.967,3295.97,2.891,118.65,-6.785,8104.6,8278.01,7954.56,8057.98
1453680000,2637.73,8.165,15.206,2457.72,9.013,13.873,2784.74,2.302,31.051,3306.79,2.407,119.909,-6.386,8101.61,8277.08,7953.72,8056.78
1453636800,2638.58,8.244,15.275,2458.61,9.08,13.939,2771.69,2.824,30.054,3277.88,3.103,116.536,-6.493,8099.53,8276.06,7953.44,8056.27
1453593600,2639.58,8.307,15.353,2459.04,9.133,13.971,2768.35,3.012,29.798,3233.7,4.338,111.386,-6.721,8097.44,8275.21,7951.55,8060.01
1453550400,2641.74,8.351,15.523,2460.55,9.143,14.081,2754.61,3.556,28.748,3212.88,4.655,108.955,-7.128,8096.83,8276.48,7950.93,8060.25
1453507200,2642.05,8.387,15.548,2460.75,9.174,14.097,2751.37,3.707,28.501,3198.68,5.105,107.3,-7.419,8096.4,8275.77,7950.26,8060.01
1453464000,2642.64,8.418,15.594,2461.1,9.208,14.122,2744.37,3.976,27.966,3191.07,5.245,106.412,-7.876,8096.48,8274.78,7949.02,8059.64
1453420800,2642.44,8.458,15.58,2460.71,9.245,14.094,2745.25,3.962,28.033,3183.44,5.492,105.523,-8.367,8097.94,8274.85,7948.68,8060.72
1453377600,2642.17,8.496,15.559,2460.22,9.285,14.059,2742.99,4.05,27.86,3184.03,5.443,105.592,-8.686,8098.73,8274.27,7949.1,8062.13
1453334400,2641.2,8.536,15.485,2459.16,9.329,13.982,2747.37,3.9,28.195,3182.12,5.566,105.369,-8.879,8098.78,8273.79,7949.03,8061.94
1453291200,2640.52,8.581,15.433,2458.42,9.377,13.929,2745.28,3.987,28.035,3184.79,5.509,105.681,-9.037,8098.27,8273.15,7948.42,8061.49
1453248000,2639.3,8.631,15.338,2457.19,9.427,13.839,2748.5,3.879,28.28,3187.43,5.456,105.989,-9.163,8097.54,8272.42,7947.69,8060.51
1453204800,2638.37,8.686,15.267,2456.22,9.483,13.769,2747.28,3.939,28.188,3191.67,5.352,106.484,-9.323,8097.31,8272.49,7947.44,8060.52
1453161600,2636.99,8.746,15.16,2454.87,9.541,13.671,2750.72,3.833,28.449,3195.38,5.296,106.917,-9.39,8096.32,8272.29,7946.71,8059.49
1453118400,2636.31,8.81,15.108,2454.13,9.603,13.617,2748.24,3.957,28.26,3195.47,5.337,106.928,-9.553,8096,8271.86,7946.25,8059.26
1453075200,2635.88,8.874,15.076,2453.16,9.663,13.547,2751.26,3.888,28.49,3185.28,5.692,105.741,-9.699,8096.05,8271.22,7945.97,8058.89
1453032000,2635.49,8.936,15.047,2452.67,9.723,13.512,2747.78,4.048,28.224,3184.18,5.662,105.612,-9.797,8095.63,8270.82,7945.61,8058.69
1452988800,2634.84,8.997,14.998,2452.07,9.781,13.468,2747.95,4.083,28.237,3176.73,5.93,104.744,-9.952,8095.04,8270.31,7944.8,8058.3
1452945600,2634.69,9.055,14.987,2451.84,9.836,13.452,2743.36,4.289,27.886,3174.24,5.982,104.454,-10.107,8095.06,8270.31,7944.62,8058.87
1452902400,2634.04,9.11,14.937,2451.19,9.888,13.406,2743.38,4.322,27.887,3175.45,5.987,104.595,-10.181,8094.73,8270.41,7944.3,8058.78
1452859200,2633.97,9.163,14.933,2451.01,9.94,13.393,2736.88,4.59,27.391,3175.09,6.016,104.554,-10.319,8094.75,8270.36,7944.51,8059.16
1452816000,2632.87,9.216,14.848,2450.07,9.991,13.325,2739.16,4.532,27.564,3187.68,5.593,106.02,-10.065,8093.68,8270.27,7944.17,8057.93
1452772800,2632.79,9.267,14.843,2449.95,10.04,13.317,2734.11,4.746,27.178,3178.91,5.887,104.999,-10.177,8093.22,8269.55,7943.9,8058.04
1452600000,2630.55,9.414,14.671,2447.6,10.229,13.147,2730.59,4.985,26.908,3163.59,6.457,103.215,-9.592,8090.33,8266.69,7942.49,8055.27
1452556800,2630.09,9.512,14.638,2446.89,10.278,13.096,2731.22,4.998,26.956,3157.11,6.652,102.46,-9.461,8089.2,8265.13,7941.61,8054.24
1452513600,2629.64,9.566,14.603,2446.4,10.328,13.061,2729.21,5.099,26.803,3155.73,6.676,102.299,-9.27,8088.21,8264.45,7941.55,8053.68
1452470400,2628.83,9.62,14.541,2445.61,10.379,13.004,2730.17,5.099,26.875,3154.1,6.715,102.108,-8.99,8087.56,8264.19,7941.1,8053.21
1452427200,2628.59,9.673,14.523,2445.37,10.427,12.986,2728.44,5.202,26.743,3147.28,6.831,101.312,-8.87,8087.34,8263.74,7940.75,8053.86
1452384000,2628.13,9.724,14.489,2444.96,10.473,12.957,2727.11,5.287,26.641,3147.03,6.841,101.284,-8.619,8086.86,8263.87,7940.7,8054.12
1452340800,2627.88,9.771,14.471,2444.76,10.515,12.942,2724.44,5.418,26.437,3147.96,6.791,101.391,-8.291,8086.34,8263.79,7940.82,8054.18
1452297600,2627.76,9.813,14.462,2444.65,10.551,12.935,2723.43,5.496,26.359,3141.88,7.004,100.683,-7.978,8085.38,8262.94,7940.5,8053.84
1452254400,2628,9.848,14.481,2444.87,10.58,12.951,2717.85,5.734,25.932,3141.7,6.993,100.661,-7.649,8084.51,8262.45,7940.27,8053.38
1452211200,2627.95,9.876,14.478,2444.82,10.605,12.948,2717.92,5.765,25.938,3138.28,7.131,100.264,-7.325,8083.9,8262.12,7939.91,8053.17
1452168000,2628.43,9.898,14.516,2445.22,10.627,12.977,2711.24,6.034,25.427,3137.26,7.173,100.145,-7.009,8083.42,8261.81,7940.11,8052.89
1452124800,2628.22,9.918,14.5,2445,10.648,12.961,2711.2,6.048,25.424,3138.69,7.138,100.312,-6.655,8082.4,8261.08,7939.23,8051.62
1452081600,2628.22,9.937,14.5,2444.94,10.667,12.957,2708.17,6.167,25.193,3141.44,7.041,100.633,-6.372,8082.22,8261.2,7938.75,8051.36
1452038400,2627.8,9.954,14.468,2444.54,10.685,12.928,2711.15,6.07,25.42,3142.93,7.041,100.807,-6.084,8082.02,8261.29,7939.09,8050.98
1451995200,2628.11,9.965,14.492,2444.7,10.699,12.94,2707.86,6.208,25.169,3135.94,7.293,99.992,-6.027,8082.27,8260.96,7939.04,8050.94
1451952000,2627.83,9.978,14.47,2444.31,10.716,12.912,2707.59,6.219,25.148,3140.49,7.17,100.523,-5.83,8082.12,8261.04,7938.31,8050.07
1451908800,2627.68,9.992,14.459,2443.96,10.736,12.886,2705.91,6.281,25.02,3137.08,7.238,100.125,-5.752,8082.55,8260.8,7937.81,8049.91
1451865600,2626.83,9.976,14.393,2442.96,10.763,12.814,2709.4,6.143,25.286,3137.79,7.182,100.207,-5.667,8083.02,8260.96,7937.21,8049.7
1451822400,2626.05,10.007,14.332,2442.01,10.798,12.744,2710.65,6.098,25.382,3136.37,7.266,100.042,-5.66,8083.6,8261.43,7937.12,8050.29
1451779200,2624.6,10.058,14.22,2440.6,10.838,12.642,2716.92,5.867,25.861,3138.65,7.221,100.309,-5.648,8083.77,8261.54,7936.54,8050.08
1451736000,2624.03,9.753,14.169,2439.98,10.879,12.597,2717.55,5.869,25.909,3135.88,7.336,99.986,-5.828,8084.13,8261.57,7936.76,8050.95
1451692800,2623.17,9.784,14.103,2439.16,10.919,12.538,2719.94,5.806,26.091,3144.11,7.064,100.945,-5.786,8083.41,8261.73,7936.44,8050.16
1451649600,2623.09,9.821,14.098,2438.99,10.959,12.525,2714.82,6.015,25.699,3139.01,7.263,100.351,-5.932,8083.13,8261.15,7936.4,8050.05
1451606400,2622.15,9.851,14.025,2438.14,10.999,12.464,2718.3,5.911,25.965,3142.13,7.213,100.715,-5.875,8081.64,8260.64,7936.59,8048.73
1451563200,2622.23,9.878,14.031,2438.09,11.032,12.461,2715.09,6.063,25.719,3138.93,7.27,100.342,-5.92,8080.56,8259.76,7936.07,8047.87
1451523600,2637.7,9.8,15.237,2435.2,11,12.25,2712.2,5.6,25.505,3146.1,7,101.177,-5.555,8079.39,8259.17,7935.03,8046.61
1451476800,2621.76,9.92,13.996,2437.47,11.101,12.416,2709.51,6.305,25.293,3143.1,7.227,100.829,-5.749,8079.12,8259.27,7934.66,8046.54
1451433600,2620.74,9.945,13.917,2436.57,11.136,12.351,2712.36,6.21,25.511,3150.83,7.003,101.731,-5.587,8078.72,8259.47,7934.12,8045.96
1451390400,2620.58,9.945,13.904,2436.34,11.169,12.334,2710.34,6.304,25.356,3143.45,7.248,100.87,-5.721,8079.09,8259.73,7934.57,8046.81
1451347200,2620.36,10.462,13.897,2435.89,11.2,12.302,2712.05,6.28,25.486,3138.06,7.464,100.244,-5.648,8078.2,8259.02,7934.12,8045.72
1451304000,2620.36,10.493,13.898,2435.78,11.231,12.294,2707.82,6.448,25.163,3136.83,7.548,100.101,-5.539,8077.02,8257.88,7933.32,8044.38
1451260800,2619.93,10.522,13.865,2435.25,11.262,12.256,2710.08,6.391,25.335,3139.51,7.471,100.413,-5.316,8075.97,8256.87,7932.29,8042.88
1451217600,2619.59,10.554,13.839,2434.77,11.297,12.221,2707.35,6.496,25.127,3138.15,7.496,100.254,-5.088,8075.49,8256.18,7931.2,8041.71
1451174400,2618.6,10.591,13.763,2433.8,11.336,12.15,2710.18,6.395,25.343,3149.27,7.046,101.548,-4.641,8075.19,8256.22,7929.62,8040.06
1451131200,2618.49,10.632,13.755,2433.37,11.378,12.119,2709.28,6.452,25.274,3120.9,7.881,98.241,-4.91,8077.65,8256.39,7930.4,8042.96
1451088000,2617.06,10.681,13.645,2432.02,11.426,12.021,2713.77,6.291,25.617,3134.53,7.406,99.829,-4.77,8078.37,8257.64,7931.16,8043.28
1451044800,2616.43,10.733,13.596,2431.21,11.476,11.963,2714.29,6.301,25.656,3121.49,7.899,98.311,-5.024,8078.56,8256.9,7931.07,8043.69
1451001600,2615.39,10.786,13.516,2430.38,11.522,11.903,2717.5,6.209,25.901,3125.7,7.724,98.801,-4.842,8076.76,8255.92,7929.99,8041.66
1450958400,2615.37,10.834,13.515,2430.23,11.565,11.892,2713.89,6.379,25.626,3118.79,7.883,97.995,-4.844,8076.03,8254.78,7928.94,8040.97
1450915200,2615.03,10.881,13.49,2429.76,11.607,11.859,2711.65,6.488,25.454,3115.14,8.019,97.57,-4.795,8075.89,8254.33,7928.36,8040.7
1450872000,2614.52,10.928,13.452,2429.18,11.649,11.816,2710.81,6.545,25.39,3114.65,8.031,97.512,-4.763,8076.36,8254.15,7927.89,8040.52
1450828800,2614.03,10.974,13.414,2428.56,11.686,11.772,2711.18,6.559,25.417,3111.68,8.158,97.167,-4.758,8076.23,8253.68,7927.63,8040.3
1450785600,2613.74,11.02,13.392,2428.12,11.724,11.74,2708.13,6.695,25.184,3111.21,8.199,97.113,-4.758,8076.13,8253.21,7927.24,8039.96
1450742400,2612.94,11.067,13.331,2427.22,11.749,11.674,2709.31,6.669,25.274,3113.55,8.165,97.385,-4.697,8075.64,8252.85,7926.43,8039.1
